,index,type,wtid,pwrat,pwrat,pwrat,pwrat,pwrat,gen1tmp,gen1tmp,gen1tmp,gen1tmp,gen1tmp,gen2tmp,gen2tmp,gen2tmp,gen2tmp,gen2tmp,gen3tmp,gen3tmp,gen3tmp,gen3tmp,gen3tmp,rotspd,rotspd,rotspd,rotspd,rotspd,gen_zcd_tmp,gen_zcd_tmp,gen_zcd_tmp,gen_zcd_tmp,gen_zcd_tmp,gen_zcnd_tmp,gen_zcnd_tmp,gen_zcnd_tmp,gen_zcnd_tmp,gen_zcnd_tmp,nactmp,nactmp,nactmp,nactmp,nactmp,nacelcabtmp,nacelcabtmp,nacelcabtmp,nacelcabtmp,nacelcabtmp,exltmp,exltmp,exltmp,exltmp,exltmp,wdir,wdir,wdir,wdir,wdir,wdirs,wdirs,wdirs,wdirs,wdirs,wspd,wspd,wspd,wspd,wspd,wdir0,wdir0,wdir0,wdir0,wdir0,pitch1,pitch1,pitch1,pitch1,pitch1,pitch2,pitch2,pitch2,pitch2,pitch2,pitch3,pitch3,pitch3,pitch3,pitch3,cp1tmp,cp1tmp,cp1tmp,cp1tmp,cp1tmp,cp2tmp,cp2tmp,cp2tmp,cp2tmp,cp2tmp,cp3tmp,cp3tmp,cp3tmp,cp3tmp,cp3tmp,mot1tmp,mot1tmp,mot1tmp,mot1tmp,mot1tmp,mot2tmp,mot2tmp,mot2tmp,mot2tmp,mot2tmp,mot3tmp,mot3tmp,mot3tmp,mot3tmp,mot3tmp,rotspdzz,rotspdzz,rotspdzz,rotspdzz,rotspdzz,gear_oil_tmp,gear_oil_tmp,gear_oil_tmp,gear_oil_tmp,gear_oil_tmp,zztmp,zztmp,zztmp,zztmp,zztmp,limpw,limpw,limpw,limpw,limpw,accy,accy,accy,accy,accy,accyfil,accyfil,accyfil,accyfil,accyfil,accx,accx,accx,accx,accx,accxfil,accxfil,accxfil,accxfil,accxfil,pwp,pwp,pwp,pwp,pwp,yaw,yaw,yaw,yaw,yaw,fault,fault,fault,fault,fault,statel,statel,statel,statel,statel,state,state,state,state,state,statety,statety,statety,statety,statety,windbin,pwrat,1#
2024-12-21 17:16:00,2024-12-21 17:16:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:17:00,2024-12-21 17:17:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:18:00,2024-12-21 17:18:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:19:00,2024-12-21 17:19:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:20:00,2024-12-21 17:20:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:21:00,2024-12-21 17:21:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:22:00,2024-12-21 17:22:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:23:00,2024-12-21 17:23:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:24:00,2024-12-21 17:24:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:25:00,2024-12-21 17:25:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:26:00,2024-12-21 17:26:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
2024-12-21 17:27:00,2024-12-21 17:27:00,MYSE5.0-200,1#,781.0,781.0,781.0,,781.0,59.459999084472656,59.459999084472656,59.459999084472656,,59.459999084472656,57.90999984741211,57.90999984741211,57.90999984741211,,57.90999984741211,58.83000183105469,58.83000183105469,58.83000183105469,,58.83000183105469,1103.0,1103.0,1103.0,,1103.0,29.200000762939453,29.200000762939453,29.200000762939453,,29.200000762939453,31.700000762939453,31.700000762939453,31.700000762939453,,31.700000762939453,15.5,15.5,15.5,,15.5,21.399999618530273,21.399999618530273,21.399999618530273,,21.399999618530273,-0.10000000149011612,-0.10000000149011612,-0.10000000149011612,,-0.10000000149011612,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,-3.4000000953674316,,-3.4000000953674316,4.605999946594238,4.605999946594238,4.605999946594238,,4.605999946594238,201.5,201.5,201.5,,201.5,-0.5,-0.5,-0.5,,-0.5,-0.49000000953674316,-0.49000000953674316,-0.49000000953674316,,-0.49000000953674316,-0.5,-0.5,-0.5,,-0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,6.0,5.699999809265137,5.699999809265137,5.699999809265137,,5.699999809265137,52.70000076293945,52.70000076293945,52.70000076293945,,52.70000076293945,17.989999771118164,17.989999771118164,17.989999771118164,,17.989999771118164,5.0,5.0,5.0,,5.0,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,0.0032999999821186066,,0.0032999999821186066,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,-0.002199999988079071,,-0.002199999988079071,16186.0,16186.0,16186.0,,16186.0,200.89999389648438,200.89999389648438,200.89999389648438,,200.89999389648438,0.0,0.0,0.0,,0.0,90002.0,90002.0,90002.0,,90002.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,4.5,854.509,854.509
